symbol,companyName,primaryExchange,sector,calculationPrice,open,openTime,close,closeTime,high,low,latestPrice,latestSource,latestTime,latestUpdate,latestVolume,iexRealtimePrice,iexRealtimeSize,iexLastUpdated,delayedPrice,delayedPriceTime,extendedPrice,extendedChange,extendedChangePercent,extendedPriceTime,previousClose,change,changePercent,iexMarketPercent,iexVolume,avgTotalVolume,iexBidPrice,iexBidSize,iexAskPrice,iexAskSize,marketCap,peRatio,week52High,week52Low,ytdChange
NGD,New Gold Inc.,NYSE American,Basic Materials,close,2.22,1528291800013,2.19,1528315200062,2.25,2.16,2.19,Close,"June 6, 2018",1528315200062,4888332,2.185,200,1528315190614,2.19,1528315800002,2.19,0,0,1528317815042,2.23,-0.04,-0.01794,0.01277,62424,4080732,0,0,0,0,1267458860,219,4.25,2.19,-0.3639810557184751
NGG,National Grid Transco PLC PLC (NEW) American Depositary Shares,New York Stock Exchange,Utilities,close,55.77,1528291801664,55.59,1528315322376,55.85,55.26,55.59,Close,"June 6, 2018",1528315322376,1402276,55.59,100,1528315157209,55.59,1528315322376,55.6,0.01,0.00018,1528316357726,55.19,0.4,0.00725,0.01494,20950,484043,0,0,0,0,37318323969,,67.05,51.44,-0.02059187590055423
NGHC,National General Holdings Corp,NASDAQ Global Market,Financial Services,close,27.03,1528291800388,27.15,1528315200383,27.16,26.75,27.15,Close,"June 6, 2018",1528315200383,187652,27.145,100,1528315134004,27.15,1528315200383,27.15,0,0,1528317685000,26.9,0.25,0.00929,0.02624,4924,287793,0,0,0,0,2902968328,21.72,27.93,16.21,0.372868760613357
NGHCN,National General Holdings Corp Depositary Shares each representing 1/40th of a share of 7.50% Non-Cumulative Preferred Stock Series C,NASDAQ Global Market,Financial Services,close,25.29,1528292775542,25.3,1528315200363,25.37,25.29,25.3,Close,"June 6, 2018",1528315200363,9288,25.3,154,1528296823923,25.3,1528315200363,24.9,-0.4,-0.01581,1526935619131,25.3,0,0,0.01658,154,11279,0,0,0,0,0,,26.26,23.13,0.03462095250558214
NGHCO,National General Holdings Corp Depositary Shares,NASDAQ Global Market,Financial Services,close,25.25,1528291800338,25.33,1528315200525,25.34,25.24,25.33,Close,"June 6, 2018",1528315200525,24450,25.26,100,1528304188428,25.33,1528315200525,,,,,25.25,0.08,0.00317,0.00409,100,6689,0,0,0,0,0,,26.62,22.02,0.041606546386240804
NGHCP,National General Holdings Corp 7.50% Non-Cumulative Preferred Stock Series A,NASDAQ Global Market,Financial Services,close,25.39,1528304810808,25.3,1528315200557,25.398,25.27,25.3,Close,"June 6, 2018",1528315200557,2110,0,0,0,25.3,1528315200557,,,,,25.24,0.06,0.00238,0,0,1470,0,0,0,0,55660000,,26.66,22.7698,0.02473075866203288
NGHCZ,,,,close,25.22,1528297269151,25.19,1528315200490,25.317,25.18,25.19,Close,"June 6, 2018",1528315200490,18917,0,0,0,25.19,1528315200490,,,,,25.27,-0.08,-0.00317,0,0,0,0,0,0,0,0,,25.19,0,0.011119154692140889
NGL,NGL ENERGY PARTNERS LP representing Limited Partner Interests,New York Stock Exchange,Energy,close,11.4,1528291800505,11.45,1528315322373,11.6,11.15,11.45,Close,"June 6, 2018",1528315322373,942389,11.425,100,1528315196848,11.45,1528315322373,11.45,0,0,1528315325250,11.45,0,0,0.03206,30213,804302,0,0,0,0,1391954264,-9.31,17.65,8.575,-0.16748464027338505
NGS,Natural Gas Services Group Inc.,New York Stock Exchange,Energy,close,22.8,1528291800451,23.15,1528315324773,23.45,22.75,23.15,Close,"June 6, 2018",1528315324773,37140,23.15,100,1528315178379,23.15,1528315324773,23.15,0,0,1528317006942,22.8,0.35,0.01535,0.11594,4306,27601,0,0,0,0,302931802,192.92,29.55,22.4,-0.13390373134328357
NGVC,Natural Grocers by Vitamin Cottage Inc.,New York Stock Exchange,Consumer Defensive,close,11.09,1528291800652,11.54,1528315322442,11.704,11.09,11.54,Close,"June 6, 2018",1528315322442,276537,11.55,100,1528315183015,11.54,1528315322442,11.54,0,0,1528317711000,11.14,0.4,0.03591,0.00618,1709,167948,0,0,0,0,258083791,44.38,11.54,4.789,0.28619058361391697
NGVT,Ingevity Corporation,New York Stock Exchange,Basic Materials,close,79.42,1528291800553,80.42,1528315322404,80.54,79.08,80.42,Close,"June 6, 2018",1528315322404,283515,80.21,15,1528314933217,80.42,1528315322404,80.42,0,0,1528317004002,79.44,0.98,0.01234,0.0791,22426,218510,0,0,0,0,3384889300,27.92,84.87,53.62,0.1326333295726978
NH,NantHealth Inc.,Nasdaq Global Select,Technology,close,3.49,1528291800647,3.49,1528315200474,3.54,3.47,3.49,Close,"June 6, 2018",1528315200474,76702,3.505,100,1528305921139,3.49,1528315200474,3.49,0,0,1528317007136,3.48,0.01,0.00287,0.01043,800,62437,0,0,0,0,378985892,-2.93,5.26,2.6,0.08361534161490676
NHA,Nuveen Municipal 2021 Target Term Fund Fund,New York Stock Exchange,Financial Services,close,9.43,1528291800606,9.36,1528315320477,9.43,9.36,9.36,Close,"June 6, 2018",1528315320477,9711,0,0,0,9.36,1528315320477,,,,,9.38,-0.02,-0.00213,0,0,8533,0,0,0,0,80698934,,10.96,9.29,-0.003864725370624535
NHC,National HealthCare Corporation,NYSE American,Healthcare,close,68.3,1528291800013,68.1,1528315200040,69.02,67.67,68.1,Close,"June 6, 2018",1528315200040,34077,68.48,200,1528314591005,68.1,1528315800001,68.1,0,0,1528317112470,68.3,-0.2,-0.00293,0.01435,489,24505,0,0,0,0,1036457007,,74.8,57,0.10859700701417473
NHF,NexPoint Strategic Opportunities Fund,New York Stock Exchange,Financial Services,close,22.32,1528291800607,22.28,1528315320479,22.44,22.26,22.28,Close,"June 6, 2018",1528315320479,427257,22.275,200,1528314881004,22.28,1528315320479,22.3,0.02,0.0009,1528228984712,22.32,-0.04,-0.00179,0.02282,9750,265747,0,0,0,0,507823161,,25.64,21.3,-0.09014818700910415
NHI,National Health Investors Inc.,New York Stock Exchange,Real Estate,close,73.59,1528291800452,74.08,1528315317683,74.26,72.96,74.08,Close,"June 6, 2018",1528315317683,200879,74.06,100,1528315180077,74.08,1528315317683,74.08,0,0,1528317007017,73.79,0.29,0.00393,0.02959,5944,180455,0,0,0,0,3076701968,13.72,81.6,62.7135,-0.007448724076994284
NHLD,National Holdings Corporation,NASDAQ Capital Market,Financial Services,close,3.51,1528291800549,3.39,1528315200299,3.53,3.32,3.39,Close,"June 6, 2018",1528315200299,14198,3.44,21,1528315070237,3.39,1528315200299,,,,,3.48,-0.09,-0.02586,0.01141,162,21136,0,0,0,0,42342876,,6.259,2.078,0.006780949554896103
NHLDW,National Holdings Corporation Warrants,NASDAQ Capital Market,,previousclose,1.27,1527255406805,1.27,1527278400340,1.15,1.15,1,Previous close,"May 31, 2018",1527724800000,100,0,0,0,1.15,1528315200072,,,,,1,0,0,0,0,112,0,0,0,0,0,,2.6,0.2114,0.17647058823529416
NHS,Neuberger Berman High Yield Strategies Fund,NYSE American,Financial Services,close,10.91,1528291800016,10.9,1528315200042,10.925,10.87,10.9,Close,"June 6, 2018",1528315200042,155198,10.91,200,1528315153803,10.9,1528315800001,,,,,10.92,-0.02,-0.00183,0.03415,5300,45401,0,0,0,0,212992377,,12.35,10.81,-0.03908777158676134
NHTC,Natural Health Trends Corp.,NASDAQ Capital Market,Consumer Defensive,close,21.64,1528291800184,21.51,1528315200457,21.76,21.5,21.51,Close,"June 6, 2018",1528315200457,32310,21.52,100,1528313166573,21.51,1528315200457,21.51,0,0,1528317707000,21.73,-0.22,-0.01012,0.01238,400,89374,0,0,0,0,244699739,,29.28,14.15,0.373251530430354
NI,NiSource Inc,New York Stock Exchange,Utilities,close,24.26,1528291800504,23.54,1528315349292,24.45,23.49,23.54,Close,"June 6, 2018",1528315349292,2922762,23.535,100,1528315198620,23.54,1528315349292,24.4,0.86,0.03653,1528317842342,24.25,-0.71,-0.02928,0.02346,68568,2941992,0,0,0,0,8539348131,18.54,27.76,22.44,-0.05709842454467823
NICE,NICE Ltd,Nasdaq Global Select,Technology,close,108.89,1528291800451,108.63,1528315200376,108.95,107.94,108.63,Close,"June 6, 2018",1528315200376,156360,108.61,100,1528315198364,108.63,1528315200376,108.435,-0.195,-0.0018,1528315861194,108.53,0.1,0.00092,0.04017,6281,227041,0,0,0,0,6650493500,45.45,109.51,73.65,0.17816265104675133
NICK,Nicholas Financial Inc.,Nasdaq Global Select,Financial Services,close,8.67,1528313411960,8.6,1528315200503,8.73,8.6,8.6,Close,"June 6, 2018",1528315200503,7083,0,0,0,8.6,1528315200503,,,,,8.72,-0.12,-0.01376,0,0,3940,0,0,0,0,67811000,,9.49,7.59,-0.022850909090909095
NID,Nuveen Intermediate Duration Municipal Term Fund of Beneficial Interest,New York Stock Exchange,Financial Services,close,12.42,1528291800557,12.41,1528315322522,12.43,12.36,12.41,Close,"June 6, 2018",1528315322522,147420,12.415,100,1528307945679,12.41,1528315322522,,,,,12.43,-0.02,-0.00161,0.00814,1200,83499,0,0,0,0,582148881,,13.77,12.1,-0.024738973695998978
NIE,AllianzGI Equity & Convertible Income Fund,New York Stock Exchange,Financial Services,close,22.17,1528291800655,22.26,1528315322443,22.26,22.134,22.26,Close,"June 6, 2018",1528315322443,152091,22.215,200,1528293447619,22.26,1528315322443,22.26,0,0,1528315324946,22.17,0.09,0.00406,0.00263,400,118335,0,0,0,0,616801561,,22.6,19.03,0.06286498789323124
NIHD,NII Holdings Inc.,Nasdaq Global Select,Communication Services,close,2.35,1528291800671,2.34,1528315200527,2.393,2.22,2.34,Close,"June 6, 2018",1528315200527,732636,2.345,100,1528315121226,2.34,1528315200527,2.34,0,0,1528315212915,2.36,-0.02,-0.00847,0.03202,23459,968474,0,0,0,0,235117788,-0.94,3.35,0.22,4.74762756097561
NIM,Nuveen Select Maturities Municipal Fund,New York Stock Exchange,Financial Services,close,9.7,1528205400567,9.7,1528315322522,9.74,9.69,9.7,Close,"June 6, 2018",1528315322522,13577,9.69,500,1528315077307,9.7,1528315322522,,,,,9.74,-0.04,-0.00411,0.13258,1800,16115,0,0,0,0,120720021,,10.55,9.49,-0.011478303048215021
NINE,Nine Energy Service Inc.,New York Stock Exchange,Energy,close,31.21,1528291800602,31.27,1528315322446,32.025,30.416,31.27,Close,"June 6, 2018",1528315322446,201180,31.445,200,1528315196396,31.27,1528315322446,31.27,0,0,1528317007145,31.02,0.25,0.00806,0.02458,4945,159965,0,0,0,0,782799140,1042.33,39.249,22.23,0.1965657471264367
NIQ,Nuveenn Intermediate Duration Quality Municipal Term Fund of Beneficial Interest,New York Stock Exchange,Financial Services,close,12.48,1528291800557,12.48,1528315322522,12.5,12.48,12.48,Close,"June 6, 2018",1528315322522,13745,0,0,0,12.48,1528315322522,12.55,0.07,0.00561,1527798397728,12.49,-0.01,-0.0008,0,0,26492,0,0,0,0,163452357,,13.49,12.22,-0.019059277017520446
NITE,Nightstar Therapeutics plc,Nasdaq Global Select,Healthcare,close,14.01,1528291800555,14.2,1528315200366,14.48,14.01,14.2,Close,"June 6, 2018",1528315200366,71802,14.15,100,1528310269252,14.2,1528315200366,14.08,-0.12,-0.00845,1527857538272,14.06,0.14,0.00996,0.05972,4288,16826,0,0,0,0,410446939,,24.935,10.01,0.08160634146341474
NJR,NewJersey Resources Corporation,New York Stock Exchange,Utilities,close,42.15,1528291800604,41,1528315231013,42.3,40.8,41,Close,"June 6, 2018",1528315231013,769239,40.925,36,1528315186719,41,1528315231013,41,0,0,1528318708408,42.25,-1.25,-0.02959,0.02708,20831,455860,0,0,0,0,3597063988,14.54,45.45,35.55,0.03796271436332159
NJV,Nuveen New Jersey Municipal Value Fund of Beneficial Interest,New York Stock Exchange,Financial Services,close,13.21,1528291800607,13.13,1528315322523,13.22,13.13,13.13,Close,"June 6, 2018",1528315322523,2284,0,0,0,13.13,1528315322523,,,,,13.16,-0.03,-0.00228,0,0,3598,0,0,0,0,20369317,,15.45,13.03,-0.055830623534657606
NK,NantKwest Inc.,Nasdaq Global Select,Healthcare,close,3.71,1528291800741,3.74,1528315200411,3.86,3.7,3.74,Close,"June 6, 2018",1528315200411,189953,3.74,100,1528315185808,3.74,1528315200411,3.74,0,0,1528317007305,3.71,0.03,0.00809,0.01274,2420,134752,0,0,0,0,292050900,-3.94,8.4492,3.51,-0.14487803652968034
NKE,Nike Inc.,New York Stock Exchange,Consumer Cyclical,close,74.38,1528291800555,74.75,1528315249827,74.94,74.19,74.75,Close,"June 6, 2018",1528315249827,5244129,74.735,100,1528315197188,74.75,1528315249827,74.51,-0.24,-0.00321,1528318603942,74.05,0.7,0.00945,0.02538,133096,5870373,0,0,0,0,120479014552,31.81,74.75,50.35,0.18257134241201983
NKG,Nuveen Georgia Quality Municipal Income Fund,New York Stock Exchange,Financial Services,close,11.39,1528291800602,11.34,1528315322523,11.39,11.33,11.34,Close,"June 6, 2018",1528315322523,11907,0,0,0,11.34,1528315322523,,,,,11.39,-0.05,-0.00439,0,0,23559,0,0,0,0,119629209,,13.55,11.25,-0.08165208511224346
NKSH,National Bankshares Inc.,NASDAQ Capital Market,Financial Services,close,48,1528291800510,47.85,1528315200364,47.9,47.85,47.85,Close,"June 6, 2018",1528315200364,4799,0,0,0,47.85,1528315200364,47.85,0,0,1528317007210,47.95,-0.1,-0.00209,0,0,9974,0,0,0,0,332939056,,49.3,36.75,0.0739847843923152
NKTR,Nektar Therapeutics,Nasdaq Global Select,Healthcare,close,56.7,1528291800603,59.98,1528315200192,65.47,56.7,59.98,Close,"June 6, 2018",1528315200192,15757576,59.96,34,1528315181524,59.97,1528315200242,59.3,-0.68,-0.01134,1528318745519,55.96,4.02,0.07184,0.01617,254800,3919069,0,0,0,0,10280720510,-78.92,111.36,17.51,0.04252516912402432
NKX,Nuveen California AMT-Free Quality Municipal Income Fund,New York Stock Exchange,Financial Services,close,13.52,1528291800602,13.64,1528315322444,13.64,13.52,13.64,Close,"June 6, 2018",1528315322444,159363,13.62,100,1528299215240,13.64,1528315322444,13.64,0,0,1528315329908,13.66,-0.02,-0.00146,0.00251,400,96647,0,0,0,0,651314556,,16.17,13.3,-0.08977224304554435
NL,NL Industries Inc.,New York Stock Exchange,Industrials,close,9.65,1528291800451,9.7,1528315324774,10,9.65,9.7,Close,"June 6, 2018",1528315324774,46124,9.725,48,1528314943248,9.7,1528315324774,9.7,0,0,1528317007440,9.65,0.05,0.00518,0.0178,821,47591,0,0,0,0,472534375,,16.05,6,-0.26375939393939385
NLNK,NewLink Genetics Corporation,NASDAQ Global Market,Healthcare,close,5.18,1528291800631,5.3,1528315200408,5.315,5.17,5.3,Close,"June 6, 2018",1528315200408,356525,5.295,75,1528315196671,5.3,1528315200408,5.3,0,0,1528317007351,5.2,0.1,0.01923,0.01364,4863,658354,0,0,0,0,196975019,-2.5,19.3,3.75,-0.3668384769775679
NLS,Nautilus Inc.,New York Stock Exchange,Consumer Cyclical,close,15.65,1528291800602,15.35,1528315322019,15.75,15.275,15.35,Close,"June 6, 2018",1528315322019,163990,15.325,100,1528315189672,15.35,1528315322019,15.35,0,0,1528317007403,15.7,-0.35,-0.02229,0.02291,3757,285195,0,0,0,0,466862759,17.25,19.25,11.3,0.15373996254681646
NLSN,Nielsen N.V.,New York Stock Exchange,Industrials,close,30.07,1528291809742,30.76,1528315305286,30.76,29.91,30.76,Close,"June 6, 2018",1528315305286,4788726,30.76,62,1528315189142,30.76,1528315305286,30.75,-0.01,-0.00033,1528318435964,30,0.76,0.02533,0.05668,271425,4109118,0,0,0,0,10957494104,15,43.61,29.51,-0.13811826624653178
NLST,Netlist Inc.,NASDAQ Capital Market,Technology,close,0.235,1528291800552,0.225,1528315200298,0.244,0.2212,0.225,Close,"June 6, 2018",1528315200298,3151560,0.2315,400,1528315024171,0.225,1528315200298,0.224,-0.001,-0.00444,1528318337044,0.220203,0.0048,0.02178,0.00737,23227,2522323,0,0,0,0,19918154,-1.07,1.35,0.14,-0.36140487394957976
NLY,Annaly Capital Management Inc,New York Stock Exchange,Real Estate,close,10.42,1528291809473,10.42,1528315307335,10.45,10.32,10.42,Close,"June 6, 2018",1528315307335,9088397,10.405,100,1528315197432,10.42,1528315307335,10.42,0,0,1528317910749,10.43,-0.01,-0.00096,0.04809,437061,8632648,0,0,0,0,12084048857,8.61,12.73,9.945,-0.08118258084429049
NM,Navios Maritime Holdings Inc.,New York Stock Exchange,Industrials,close,0.87,1528291800553,0.8416,1528315322405,0.926,0.8303,0.8416,Close,"June 6, 2018",1528315322405,718654,0.8415,100,1528314698017,0.8416,1528315322405,0.8416,0,0,1528317007541,0.87,-0.0284,-0.03264,0.00327,2350,607526,0,0,0,0,104955330,-0.89,1.9,0.682,-0.35822139534883723
NMFC,New Mountain Finance Corporation,New York Stock Exchange,Financial Services,close,13.7,1528291800502,13.8,1528315321541,13.85,13.7,13.8,Close,"June 6, 2018",1528315321541,244178,13.775,100,1528315177135,13.8,1528315321541,13.9,0.1,0.00725,1528315477746,13.75,0.05,0.00364,0.01666,4068,203241,0,0,0,0,1047904283,10.15,14.8,12.05,0.03312443419535501
NMI,Nuveen Municipal Income Fund Inc.,New York Stock Exchange,Financial Services,close,11.22,1528291800501,11.24,1528315321255,11.29,11.21,11.24,Close,"June 6, 2018",1528315321255,16592,0,0,0,11.24,1528315321255,,,,,11.21,0.03,0.00268,0,0,11376,0,0,0,0,95970245,,12.87,10.77,-0.008339065011601202
NMIH,NMI Holdings Inc,NASDAQ Global Market,Financial Services,close,17.2,1528291800133,17.8,1528315200315,18,17.2,17.8,Close,"June 6, 2018",1528315200315,860475,17.825,100,1528315035203,17.8,1528315200315,17.85,0.05,0.00281,1528317585662,17.2,0.6,0.03488,0.02611,22467,450832,0,0,0,0,1167201055,20.7,21.9236,10.1,0.0038940845070422163
NML,Neuberger Berman MLP Income Fund Inc.,NYSE American,Financial Services,close,9.16,1528291800015,9.17,1528315200040,9.2,9.11,9.17,Close,"June 6, 2018",1528315200040,136404,9.16,100,1528315090607,9.17,1528315800002,9.17,0,0,1528315212017,9.23,-0.06,-0.0065,0.00456,622,189687,0,0,0,0,519562370,,10.34,7.86,-0.020367817688412088
NMM,Navios Maritime Partners LP Representing Limited Partner Interests,New York Stock Exchange,Industrials,close,1.81,1528291800555,1.8,1528315322406,1.83,1.79,1.8,Close,"June 6, 2018",1528315322406,558302,1.795,100,1528314297793,1.8,1528315322406,1.805,0.005,0.00278,1527106266908,1.79,0.01,0.00559,0.01873,10457,475305,0,0,0,0,301661575,10.59,2.62,1.45,-0.23105122137404577
NMR,Nomura Holdings Inc ADR American Depositary Shares,New York Stock Exchange,Financial Services,close,5.2,1528291800603,5.22,1528315322444,5.23,5.19,5.22,Close,"June 6, 2018",1528315322444,188930,5.215,100,1528315174425,5.22,1528315322444,5.22,0,0,1528315324682,5.2,0.02,0.00385,0.02719,5137,309849,0,0,0,0,17719427761,8.29,6.83,5.13,-0.11479406779661018
NMRD,Nemaura Medical Inc.,NASDAQ Capital Market,Healthcare,close,2.9,1528308593115,2.88,1528315200462,2.99,2.86,2.88,Close,"June 6, 2018",1528315200462,3748,2.88,100,1528314878072,2.88,1528315200462,,,,,2.87,0.01,0.00348,0.02668,100,13403,0,0,0,0,194906880,,7,2.755,-0.4348761643835617
NMRK,Newmark Group Inc.,Nasdaq Global Select,Real Estate,close,13.46,1528291800680,13.5,1528315200482,13.57,13.44,13.5,Close,"June 6, 2018",1528315200482,237820,13.505,190,1528315197920,13.5,1528315200482,13.5,0,0,1528317007517,13.47,0.03,0.00223,0.10312,24524,289160,0,0,0,0,3332259000,25.96,16.98,13.29,-0.1589775622088824
NMS,Nuveen Minnesota Quality Municipal Income Fund,New York Stock Exchange,Financial Services,close,13.6,1528205400606,13.61,1528315322523,13.62,13.6,13.61,Close,"June 6, 2018",1528315322523,5149,0,0,0,13.61,1528315322523,,,,,13.5858,0.0242,0.00178,0,0,9894,0,0,0,0,78830386,,17,13.31,-0.050926443448126704
NMT,Nuveen Massachusetts Quality Municipal Income Fund,New York Stock Exchange,Financial Services,close,12.77,1528119000501,12.54,1528315321255,12.58,12.53,12.54,Close,"June 6, 2018",1528315321255,7152,0,0,0,12.54,1528315321255,,,,,12.57,-0.03,-0.00239,0,0,12872,0,0,0,0,117225926,,15,12.52,-0.10544261805882607
NMY,Nuveen Maryland Quality Municipal Income Fund,New York Stock Exchange,Financial Services,close,12.15,1528291800501,12.1,1528315321255,12.15,12.09,12.1,Close,"June 6, 2018",1528315321255,32821,0,0,0,12.1,1528315321255,,,,,12.16,-0.06,-0.00493,0,0,29399,0,0,0,0,282833434,,13.27,11.88,-0.014782617864994744
NMZ,Nuveen Municipal High Income Opportunity Fund $0.01 par value per share,New York Stock Exchange,Financial Services,close,12.72,1528291800609,12.66,1528315322243,12.72,12.62,12.66,Close,"June 6, 2018",1528315322243,87719,12.67,500,1528312752089,12.66,1528315322243,12.66,0,0,1528315324644,12.68,-0.02,-0.00158,0.0171,1500,156359,0,0,0,0,802505753,,13.91,12.28,-0.047586846480833576
NNA,Navios Maritime Acquisition Corporation,New York Stock Exchange,Industrials,close,0.7258,1528291800652,0.7248,1528315324482,0.7426,0.7241,0.7248,Close,"June 6, 2018",1528315324482,280401,0.7298,100,1528304728152,0.7248,1528315324482,0.7248,0,0,1528317007582,0.73,-0.0052,-0.00712,0.00449,1259,213698,0,0,0,0,105701829,-2.68,1.55,0.6701,-0.35229402224614287
NNBR,NN Inc.,Nasdaq Global Select,Industrials,close,21.1,1528291800356,20.7,1528315200534,21.15,20.7,20.7,Close,"June 6, 2018",1528315200534,100663,20.725,100,1528315199086,20.7,1528315200534,20.7,0,0,1528317007610,21,-0.3,-0.01429,0.05278,5313,146250,0,0,0,0,572694252,14.58,32.9,19.65,-0.2691520252850153
NNC,Nuveen North Carolina Quality Municipal Income Fund,New York Stock Exchange,Financial Services,close,12.33,1528291800604,12.29,1528315322445,12.33,12.26,12.29,Close,"June 6, 2018",1528315322445,22799,0,0,0,12.29,1528315322445,,,,,12.28,0.01,0.00081,0,0,25335,0,0,0,0,201783463,,13.67,12.06,-0.03191813201528099
NNDM,Nano Dimension Ltd.,NASDAQ Capital Market,Technology,close,1.3,1528291800516,1.3,1528315200311,1.3,1.279,1.3,Close,"June 6, 2018",1528315200311,32896,0,0,0,1.3,1528315200311,1.3,0,0,1528315242874,1.279,0.021,0.01642,0,0,49351,0,0,0,0,25090000,,6.69,1.21,-0.592448501529052
NNI,Nelnet Inc.,New York Stock Exchange,Financial Services,close,62.77,1528291800604,63.57,1528315322446,64,62.26,63.57,Close,"June 6, 2018",1528315322446,66399,63.57,3,1528315153171,63.57,1528315322446,63.57,0,0,1528317006092,62.69,0.88,0.01404,0.02494,1656,56464,0,0,0,0,2586075087,,63.57,39.98,0.16704647956903415
NNN,National Retail Properties,New York Stock Exchange,Real Estate,close,41.43,1528291809520,41.7,1528315321871,41.7,41.229,41.7,Close,"June 6, 2018",1528315321871,895924,41.695,100,1528315193045,41.7,1528315321871,41.7,0,0,1528316997586,41.47,0.23,0.00555,0.06182,55386,979194,0,0,0,0,6415511265,16.04,43.9,36.25,-0.004206773149054645
NNVC,NanoViricides Inc.,NYSE American,Healthcare,close,0.51,1528291800011,0.5,1528315200047,0.53,0.4826,0.5,Close,"June 6, 2018",1528315200047,73244,0,0,0,0.5,1528315800000,0.54,0.04,0.08,1527080540553,0.51,-0.01,-0.01961,0,0,135503,0,0,0,0,34492500,,1.64,0.475,-0.46223295081967214
NNY,Nuveen New York Municipal Value Fund Inc.,New York Stock Exchange,Financial Services,close,9.26,1528291800501,9.23,1528315321285,9.26,9.22,9.23,Close,"June 6, 2018",1528315321285,15160,0,0,0,9.23,1528315321285,,,,,9.25,-0.02,-0.00216,0,0,24782,0,0,0,0,140443514,,10.65,9.03,-0.009500315934065983
NOA,North American Construction Group Ltd. (no par),New York Stock Exchange,Energy,close,6.15,1528291800554,6.45,1528315322407,6.5,6.15,6.45,Close,"June 6, 2018",1528315322407,25371,0,0,0,6.45,1528315322407,6.25,-0.2,-0.03101,1528291795206,6.25,0.2,0.032,0,0,43326,0,0,0,0,177005318,40.31,7.019,3.7,0.27880817108202993
NOAH,Noah Holdings Limited,New York Stock Exchange,Financial Services,close,63.08,1528291894777,65.6,1528315321231,65.81,63.08,65.6,Close,"June 6, 2018",1528315321231,723156,65.68,17,1528315185050,65.6,1528315321231,65.15,-0.45,-0.00686,1528318312334,62.46,3.14,0.05027,0.02725,19706,578193,0,0,0,0,3765464010,30.94,69.56,25.975,0.3696616349809885
NOC,Northrop Grumman Corporation,New York Stock Exchange,Industrials,close,333.95,1528291885479,335.22,1528315418073,337.25,332.41,335.22,Close,"June 6, 2018",1528315418073,1339208,335.175,38,1528315196517,335.22,1528315418073,335.3,0.08,0.00024,1528318674646,329.19,6.03,0.01832,0.05356,71728,1346345,0,0,0,0,58457060127,24.19,360.88,252.82,0.10427072893193247
NODK,NI Holdings Inc.,NASDAQ Capital Market,Financial Services,close,16.59,1528291800450,16.57,1528315200331,16.6,16.48,16.57,Close,"June 6, 2018",1528315200331,16976,16.57,20,1528315159216,16.57,1528315200331,16.57,0,0,1528317006118,16.58,-0.01,-0.0006,0.01561,265,22598,0,0,0,0,370386625,,18.8,15.72,-0.01015794504181602
NOG,Northern Oil and Gas Inc.,NYSE American,Energy,close,2.5,1528291800014,2.5,1528315200063,2.55,2.4,2.5,Close,"June 6, 2018",1528315200063,2408148,2.5,812,1528315196682,2.5,1528315800000,2.5,0,0,1528317558978,2.49,0.01,0.00402,0.01166,28079,3563719,0,0,0,0,665261098,8.06,2.97,0.6269,-0.01566503937007867
NOK,Nokia Corporation Sponsored American Depositary Shares,New York Stock Exchange,Technology,close,5.87,1528291822945,5.89,1528315243438,5.91,5.84,5.89,Close,"June 6, 2018",1528315243438,12214581,5.895,4000,1528315171178,5.89,1528315243438,5.88,-0.01,-0.0017,1528317261529,5.9,-0.01,-0.00169,0.01838,224504,16025827,0,0,0,0,33169574222,15.92,6.59,4.51,0.288914834299464
NOM,Nuveen Missouri Quality Municipal Income Fund,New York Stock Exchange,Financial Services,previousclose,13.4,1527859800615,13.25,1528228920479,13.25,13.25,13.25,Previous close,"June 5, 2018",1528156800000,115,0,0,0,13.25,1528315200057,,,,,13.25,0,0,0,0,2801,0,0,0,0,31039079,,17.5799,12.87,-0.03486152994478681
NOMD,Nomad Foods Limited,New York Stock Exchange,Consumer Defensive,close,18.16,1528291800603,18.13,1528315323414,18.16,17.74,18.13,Close,"June 6, 2018",1528315323414,715972,18.14,100,1528315165002,18.13,1528315323414,18.13,0,0,1528315325471,18.18,-0.05,-0.00275,0.03337,23892,1293731,0,0,0,0,3154573515,14.05,18.4,13.54,0.08197553699283998
NOV,National Oilwell Varco Inc.,New York Stock Exchange,Energy,close,42.24,1528291800605,42.25,1528315335975,42.49,41.95,42.25,Close,"June 6, 2018",1528315335975,2249124,42.25,100,1528315184305,42.25,1528315335975,42.248,-0.002,-5e-05,1528316032051,42.05,0.2,0.00476,0.02683,60344,2815195,0,0,0,0,16140461864,-98.26,45.08,29.9,0.14895277947690932
NOVN,Novan Inc.,NASDAQ Global Market,Healthcare,close,3.12,1528291800225,3.06,1528315200264,3.22,3.06,3.06,Close,"June 6, 2018",1528315200264,277778,3.155,100,1528314579657,3.06,1528315200264,3.16,0.1,0.03268,1527857948151,3.0901,-0.0301,-0.00974,0.00036,100,25553,0,0,0,0,79678551,-2.28,7.3286,2.65,-0.29773539170506913
NOVT,Novanta Inc.,Nasdaq Global Select,Technology,close,67,1528291800035,67.15,1528315200452,68,66.65,67.15,Close,"June 6, 2018",1528315200452,221702,67.2,100,1528315199030,67.15,1528315200452,67.15,0,0,1528317111659,66.75,0.4,0.00599,0.02691,5966,212969,0,0,0,0,2329936118,37.94,67.4,33.45,0.3277721782178218
